Quantity,UnitPrice,Frequency,InvoiceDate,TotalSpend,Recency,Cluster_2,Cluster Description
1265,2.1372941176470586,85,2011-12-05 11:01:00,2703.677058823529,4,0,"Low-Spend, Inactive Buyers"
150,1.5783333333333334,12,2011-11-23 16:48:00,236.75,15,0,"Low-Spend, Inactive Buyers"
910,3.2396470588235293,85,2011-11-30 11:49:00,2948.0788235294117,9,0,"Low-Spend, Inactive Buyers"
17,6.542857142857143,7,2011-01-18 12:40:00,111.22857142857143,325,0,"Low-Spend, Inactive Buyers"
122,3.599285714285714,14,2011-08-19 10:56:00,439.11285714285714,112,0,"Low-Spend, Inactive Buyers"
20,4.933333333333334,6,2011-02-23 09:25:00,98.66666666666667,289,0,"Low-Spend, Inactive Buyers"
767,2.6982432432432435,74,2011-11-23 16:47:00,2069.5525675675676,15,0,"Low-Spend, Inactive Buyers"
611,1.9098,50,2011-12-08 13:04:00,1166.8878,0,0,"Low-Spend, Inactive Buyers"
360,2.069230769230769,13,2011-09-08 13:57:00,744.9230769230768,91,0,"Low-Spend, Inactive Buyers"
694,3.5076190476190474,42,2011-07-14 12:17:00,2434.287619047619,148,0,"Low-Spend, Inactive Buyers"
193,3.6,8,2011-06-03 14:44:00,694.8000000000001,188,0,"Low-Spend, Inactive Buyers"
236,3.547758620689655,58,2011-11-21 16:14:00,837.2710344827586,17,0,"Low-Spend, Inactive Buyers"
552,3.9759459459459454,148,2011-11-06 11:55:00,2194.722162162162,33,0,"Low-Spend, Inactive Buyers"
106,4.476176470588236,34,2011-03-20 15:02:00,474.47470588235296,263,0,"Low-Spend, Inactive Buyers"
1200,3.8858196721311473,122,2011-09-16 14:47:00,4662.983606557376,83,0,"Low-Spend, Inactive Buyers"
527,4.076868686868687,99,2011-11-13 15:19:00,2148.5097979797983,25,0,"Low-Spend, Inactive Buyers"
108,3.471,10,2011-06-21 15:24:00,374.868,170,0,"Low-Spend, Inactive Buyers"
443,3.2115384615384617,39,2011-11-30 09:50:00,1422.7115384615386,9,0,"Low-Spend, Inactive Buyers"
551,1.7710638297872339,47,2011-01-30 14:13:00,975.8561702127658,312,0,"Low-Spend, Inactive Buyers"
2089,3.3012953367875646,193,2011-10-06 09:38:00,6896.405958549222,64,0,"Low-Spend, Inactive Buyers"
284,1.8735714285714287,28,2011-09-15 15:26:00,532.0942857142858,84,0,"Low-Spend, Inactive Buyers"
230,1.3112499999999998,8,2011-11-15 09:23:00,301.5875,24,0,"Low-Spend, Inactive Buyers"
500,2.674150943396226,53,2011-10-12 09:20:00,1337.075471698113,58,0,"Low-Spend, Inactive Buyers"
38,3.016666666666667,6,2011-01-20 16:17:00,114.63333333333335,322,0,"Low-Spend, Inactive Buyers"
101,3.93,2,2011-11-01 14:01:00,396.93,37,0,"Low-Spend, Inactive Buyers"
554,1.7388235294117649,17,2011-03-30 13:02:00,963.3082352941177,253,0,"Low-Spend, Inactive Buyers"
645,2.678904593639576,283,2011-11-20 15:36:00,1727.8934628975264,18,0,"Low-Spend, Inactive Buyers"
967,2.1052054794520547,292,2011-11-06 14:29:00,2035.7336986301368,32,0,"Low-Spend, Inactive Buyers"
102,1.8633333333333333,6,2011-11-24 16:54:00,190.06,14,0,"Low-Spend, Inactive Buyers"
369,2.07855421686747,83,2011-11-13 12:28:00,766.9865060240965,26,0,"Low-Spend, Inactive Buyers"
65,2.909,10,2011-11-16 16:30:00,189.08499999999998,22,0,"Low-Spend, Inactive Buyers"
399,1.250754716981132,53,2011-09-21 16:24:00,499.0511320754716,78,0,"Low-Spend, Inactive Buyers"
638,3.4874576271186437,59,2011-12-01 13:33:00,2224.9979661016946,7,0,"Low-Spend, Inactive Buyers"
54,3.7351724137931037,29,2011-11-17 16:39:00,201.6993103448276,21,0,"Low-Spend, Inactive Buyers"
574,2.2354982817869415,291,2011-11-27 16:05:00,1283.1760137457045,11,0,"Low-Spend, Inactive Buyers"
79,2.845333333333333,45,2011-03-22 13:11:00,224.78133333333332,261,0,"Low-Spend, Inactive Buyers"
59,3.5376,25,2011-07-31 14:19:00,208.7184,130,0,"Low-Spend, Inactive Buyers"
197,2.338709677419355,62,2011-10-16 12:16:00,460.7258064516129,54,0,"Low-Spend, Inactive Buyers"
120,4.95,2,2011-04-05 12:24:00,594.0,248,0,"Low-Spend, Inactive Buyers"
1636,3.0459466666666666,375,2011-12-08 10:40:00,4983.168746666666,1,0,"Low-Spend, Inactive Buyers"
759,2.833317757009346,214,2011-11-30 17:37:00,2150.4881775700937,8,0,"Low-Spend, Inactive Buyers"
58,5.55,5,2011-03-20 15:06:00,321.9,263,0,"Low-Spend, Inactive Buyers"
85,3.121111111111111,9,2011-01-13 11:26:00,265.2944444444444,330,0,"Low-Spend, Inactive Buyers"
232,3.5778571428571424,28,2011-01-31 10:42:00,830.0628571428571,312,0,"Low-Spend, Inactive Buyers"
810,1.8930645161290323,62,2011-11-13 15:02:00,1533.3822580645162,25,0,"Low-Spend, Inactive Buyers"
376,2.1726666666666667,30,2011-11-09 17:11:00,816.9226666666667,29,0,"Low-Spend, Inactive Buyers"
280,2.52875,56,2011-11-10 12:13:00,708.0500000000001,29,0,"Low-Spend, Inactive Buyers"
837,2.5548745519713263,279,2011-12-08 10:59:00,2138.4300000000003,1,0,"Low-Spend, Inactive Buyers"
86,2.782,25,2010-12-12 14:21:00,239.252,361,0,"Low-Spend, Inactive Buyers"
633,1.648103448275862,58,2011-03-01 13:51:00,1043.2494827586206,282,0,"Low-Spend, Inactive Buyers"
132,1.8825862068965518,58,2011-03-22 15:31:00,248.50137931034484,261,0,"Low-Spend, Inactive Buyers"
156,1.2242857142857144,7,2011-11-14 13:08:00,190.98857142857145,24,0,"Low-Spend, Inactive Buyers"
107,2.884642857142857,56,2010-12-20 16:08:00,308.6567857142857,353,0,"Low-Spend, Inactive Buyers"
172,1.55,11,2011-09-06 13:11:00,266.6,93,0,"Low-Spend, Inactive Buyers"
106,1.8557142857142856,7,2011-11-10 12:57:00,196.70571428571427,28,0,"Low-Spend, Inactive Buyers"
348,4.2381290322580645,155,2011-01-05 15:56:00,1474.8689032258064,337,0,"Low-Spend, Inactive Buyers"
1217,6.925288461538462,104,2011-11-20 10:11:00,8428.076057692308,19,0,"Low-Spend, Inactive Buyers"
246,1.9087719298245613,57,2011-09-15 14:08:00,469.5578947368421,84,0,"Low-Spend, Inactive Buyers"
306,2.276981132075472,53,2011-11-30 14:17:00,696.7562264150945,8,0,"Low-Spend, Inactive Buyers"
150,4.714137931034483,29,2011-11-04 13:11:00,707.1206896551724,34,0,"Low-Spend, Inactive Buyers"
150,6.598148148148148,27,2011-10-27 19:16:00,989.7222222222222,42,0,"Low-Spend, Inactive Buyers"
256,2.006027397260274,73,2011-12-07 14:12:00,513.5430136986301,1,0,"Low-Spend, Inactive Buyers"
251,2.2892105263157894,76,2011-08-18 15:17:00,574.5918421052631,112,0,"Low-Spend, Inactive Buyers"
552,2.6357142857142857,14,2011-11-25 15:15:00,1454.9142857142856,13,0,"Low-Spend, Inactive Buyers"
319,1.8268965517241378,29,2011-09-23 15:20:00,582.78,76,0,"Low-Spend, Inactive Buyers"
575,3.412954545454545,44,2011-10-30 14:19:00,1962.4488636363635,39,0,"Low-Spend, Inactive Buyers"
303,4.2637777777777774,45,2011-08-15 14:32:00,1291.9246666666666,115,0,"Low-Spend, Inactive Buyers"
2982,3.746269841269841,126,2011-11-24 10:46:00,11171.376666666667,15,0,"Low-Spend, Inactive Buyers"
291,1.609047619047619,84,2011-07-01 13:07:00,468.23285714285714,160,0,"Low-Spend, Inactive Buyers"
3134,2.175478723404255,188,2011-12-08 15:03:00,6817.950319148936,0,0,"Low-Spend, Inactive Buyers"
1281,3.2141176470588233,85,2011-11-09 14:31:00,4117.284705882353,29,0,"Low-Spend, Inactive Buyers"
73,8.03,2,2011-09-08 10:11:00,586.1899999999999,92,0,"Low-Spend, Inactive Buyers"
593,2.9754545454545456,55,2011-11-17 08:53:00,1764.4445454545455,22,0,"Low-Spend, Inactive Buyers"
1624,3.8729677419354833,155,2011-09-05 15:56:00,6289.699612903225,94,0,"Low-Spend, Inactive Buyers"
483,2.5388571428571427,35,2011-11-11 14:53:00,1226.268,27,0,"Low-Spend, Inactive Buyers"
546,4.43659793814433,291,2011-11-07 12:04:00,2422.3824742268043,32,0,"Low-Spend, Inactive Buyers"
1139,2.3878688524590164,122,2011-11-18 14:51:00,2719.7826229508196,20,0,"Low-Spend, Inactive Buyers"
622,3.446875,16,2011-11-22 11:51:00,2143.9562499999997,17,0,"Low-Spend, Inactive Buyers"
6084,4.814512428298278,523,2011-12-09 10:28:00,29291.493613766725,0,0,"Low-Spend, Inactive Buyers"
572,4.561323529411765,68,2011-12-01 13:47:00,2609.0770588235296,7,0,"Low-Spend, Inactive Buyers"
3823,31.09857142857143,252,2011-11-24 12:48:00,118889.83857142857,15,0,"Low-Spend, Inactive Buyers"
70,2.085909090909091,66,2010-12-12 10:57:00,146.01363636363635,362,0,"Low-Spend, Inactive Buyers"
33,2.2315384615384617,13,2011-09-19 13:45:00,73.64076923076924,80,0,"Low-Spend, Inactive Buyers"
2348,2.3544444444444443,99,2011-10-18 07:56:00,5528.235555555555,52,0,"Low-Spend, Inactive Buyers"
842,1.793229813664596,161,2011-11-17 12:11:00,1509.89950310559,22,0,"Low-Spend, Inactive Buyers"
160,3.96,45,2011-06-21 11:19:00,633.6,171,0,"Low-Spend, Inactive Buyers"
440,3.392608695652174,92,2011-06-03 15:43:00,1492.7478260869566,188,0,"Low-Spend, Inactive Buyers"
2,125.0,1,2011-01-13 12:10:00,250.0,330,0,"Low-Spend, Inactive Buyers"
269,3.988860759493671,158,2011-11-28 09:43:00,1073.0035443037975,11,0,"Low-Spend, Inactive Buyers"
68,1.95,7,2011-07-07 10:20:00,132.6,155,0,"Low-Spend, Inactive Buyers"
5545,4.122547770700637,314,2011-11-08 16:21:00,22859.52738853503,30,0,"Low-Spend, Inactive Buyers"
1761,2.411522842639594,197,2011-11-27 14:40:00,4246.691725888325,11,0,"Low-Spend, Inactive Buyers"
27,2.7786666666666666,15,2011-10-26 10:51:00,75.024,44,0,"Low-Spend, Inactive Buyers"
293,1.807777777777778,27,2011-04-20 14:02:00,529.6788888888889,232,0,"Low-Spend, Inactive Buyers"
1252,2.49,216,2011-10-06 13:05:00,3117.4800000000005,63,0,"Low-Spend, Inactive Buyers"
314,1.7244444444444444,18,2011-12-08 10:58:00,541.4755555555555,1,0,"Low-Spend, Inactive Buyers"
1674,4.0046,200,2011-11-03 13:52:00,6703.7004,35,0,"Low-Spend, Inactive Buyers"
572,0.9516071428571429,56,2011-11-07 11:26:00,544.3192857142857,32,0,"Low-Spend, Inactive Buyers"
132,3.6310000000000002,10,2011-09-16 16:29:00,479.29200000000003,83,0,"Low-Spend, Inactive Buyers"
4,110.0,1,2011-11-15 12:09:00,440.0,24,0,"Low-Spend, Inactive Buyers"
385,2.6731645569620253,158,2011-12-07 15:39:00,1029.1683544303796,1,0,"Low-Spend, Inactive Buyers"
24,5.494999999999999,4,2011-11-06 15:04:00,131.88,32,0,"Low-Spend, Inactive Buyers"
987,3.725878787878788,165,2011-11-21 12:17:00,3677.4423636363636,18,0,"Low-Spend, Inactive Buyers"
123,2.6076923076923078,26,2011-03-30 16:14:00,320.74615384615385,253,0,"Low-Spend, Inactive Buyers"
3448,1.7329969879518072,664,2011-11-17 11:29:00,5975.3736144578315,22,0,"Low-Spend, Inactive Buyers"
938,2.8661682242990656,107,2011-11-18 12:25:00,2688.4657943925235,21,0,"Low-Spend, Inactive Buyers"
1085,3.0354337899543378,219,2011-12-01 18:43:00,3293.4456621004565,7,0,"Low-Spend, Inactive Buyers"
502,3.968643410852713,258,2011-11-14 14:51:00,1992.2589922480618,24,0,"Low-Spend, Inactive Buyers"
256,3.9596511627906974,86,2011-11-20 15:35:00,1013.6706976744185,18,0,"Low-Spend, Inactive Buyers"
121,4.926,75,2011-06-19 16:02:00,596.046,172,0,"Low-Spend, Inactive Buyers"
29,3.862083333333333,24,2011-06-29 13:10:00,112.00041666666667,162,0,"Low-Spend, Inactive Buyers"
410,1.343658536585366,41,2011-12-02 13:36:00,550.9000000000001,6,0,"Low-Spend, Inactive Buyers"
200,1.7133333333333334,15,2011-11-28 13:51:00,342.6666666666667,10,0,"Low-Spend, Inactive Buyers"
49,2.0941379310344828,29,2011-08-17 14:58:00,102.61275862068966,113,0,"Low-Spend, Inactive Buyers"
86,2.1992857142857143,28,2011-02-24 15:26:00,189.13857142857142,287,0,"Low-Spend, Inactive Buyers"
3105,1.5951340996168581,261,2011-12-01 09:16:00,4952.891379310345,8,0,"Low-Spend, Inactive Buyers"
162,2.67875,80,2011-10-16 13:24:00,433.9575,53,0,"Low-Spend, Inactive Buyers"
3999,2.601798561151079,695,2011-12-02 12:52:00,10404.592446043165,6,0,"Low-Spend, Inactive Buyers"
684,3.291130434782609,115,2011-09-23 16:22:00,2251.1332173913047,76,0,"Low-Spend, Inactive Buyers"
295,2.803934426229508,61,2011-12-05 15:38:00,827.1606557377049,3,0,"Low-Spend, Inactive Buyers"
218,3.9306896551724138,29,2011-11-03 12:37:00,856.8903448275862,36,0,"Low-Spend, Inactive Buyers"
60,1.7841176470588236,17,2011-05-06 14:47:00,107.04705882352941,216,0,"Low-Spend, Inactive Buyers"
449,2.378727272727273,55,2011-10-10 14:02:00,1068.0485454545455,59,0,"Low-Spend, Inactive Buyers"
74,4.810714285714285,14,2011-03-07 09:00:00,355.9928571428571,277,0,"Low-Spend, Inactive Buyers"
4398,1.7015553121577218,913,2011-11-27 16:19:00,7483.440262869661,11,0,"Low-Spend, Inactive Buyers"
236,1.7899999999999998,31,2011-11-15 16:08:00,422.43999999999994,23,0,"Low-Spend, Inactive Buyers"
213,3.7052631578947373,19,2011-11-11 12:46:00,789.221052631579,28,0,"Low-Spend, Inactive Buyers"
256,4.613548387096775,31,2011-11-28 11:07:00,1181.0683870967744,11,0,"Low-Spend, Inactive Buyers"
39,3.45,1,2010-12-23 09:55:00,134.55,351,0,"Low-Spend, Inactive Buyers"
1460,1.922820512820513,117,2011-12-01 09:36:00,2807.3179487179486,8,0,"Low-Spend, Inactive Buyers"
60,4.56625,8,2011-10-20 14:33:00,273.975,49,0,"Low-Spend, Inactive Buyers"
223,3.2357142857142853,7,2011-11-21 10:48:00,721.5642857142856,18,0,"Low-Spend, Inactive Buyers"
461,2.5564150943396227,53,2011-12-07 11:27:00,1178.507358490566,2,0,"Low-Spend, Inactive Buyers"
666,2.165161290322581,31,2011-08-28 10:15:00,1441.997419354839,103,0,"Low-Spend, Inactive Buyers"
2054,3.752638036809816,326,2011-12-02 14:47:00,7707.918527607361,6,0,"Low-Spend, Inactive Buyers"
264,2.701578947368421,57,2011-11-28 10:02:00,713.2168421052631,11,0,"Low-Spend, Inactive Buyers"
1213,3.6592452830188678,212,2011-12-05 10:09:00,4438.664528301887,4,0,"Low-Spend, Inactive Buyers"
355,2.902886597938144,97,2011-11-08 11:38:00,1030.524742268041,31,0,"Low-Spend, Inactive Buyers"
332,2.634144736842105,152,2011-06-15 12:01:00,874.5360526315789,177,0,"Low-Spend, Inactive Buyers"
394,3.65,43,2011-11-02 12:03:00,1438.1,37,0,"Low-Spend, Inactive Buyers"
89,3.0605128205128205,39,2011-07-11 17:03:00,272.385641025641,150,0,"Low-Spend, Inactive Buyers"
52,2.3884615384615384,13,2011-06-30 13:03:00,124.2,161,0,"Low-Spend, Inactive Buyers"
117,3.862083333333333,48,2011-10-02 12:45:00,451.86375,68,0,"Low-Spend, Inactive Buyers"
283,24.364864864864863,148,2011-08-11 09:38:00,6895.256756756757,120,0,"Low-Spend, Inactive Buyers"
453,2.3970454545454545,44,2011-11-15 09:55:00,1085.8615909090909,24,0,"Low-Spend, Inactive Buyers"
311,3.0604032258064517,124,2011-11-16 10:55:00,951.7854032258065,23,0,"Low-Spend, Inactive Buyers"
320,2.2641935483870967,31,2011-06-16 08:38:00,724.5419354838709,176,0,"Low-Spend, Inactive Buyers"
312,2.9166666666666665,9,2011-10-20 13:37:00,910.0,49,0,"Low-Spend, Inactive Buyers"
242,4.298,30,2011-04-01 11:22:00,1040.116,252,0,"Low-Spend, Inactive Buyers"
-1,30.19,1,2011-02-23 16:36:00,-30.19,288,0,"Low-Spend, Inactive Buyers"
354,1.5645833333333334,24,2011-10-24 08:59:00,553.8625000000001,46,0,"Low-Spend, Inactive Buyers"
60,3.3299999999999996,5,2011-09-30 11:46:00,199.79999999999998,70,0,"Low-Spend, Inactive Buyers"
982,3.169423076923077,104,2011-11-24 08:53:00,3112.3734615384615,15,0,"Low-Spend, Inactive Buyers"
548,4.359642857142857,84,2011-08-31 10:55:00,2389.0842857142857,100,0,"Low-Spend, Inactive Buyers"
276,1.6673913043478261,23,2011-11-10 11:46:00,460.2,29,0,"Low-Spend, Inactive Buyers"
156,2.393125,16,2011-11-04 13:14:00,373.3275,34,0,"Low-Spend, Inactive Buyers"
718,1.8890384615384617,52,2011-11-13 11:44:00,1356.3296153846154,26,0,"Low-Spend, Inactive Buyers"
4978,2.721376811594203,414,2011-11-28 15:15:00,13547.013768115943,10,0,"Low-Spend, Inactive Buyers"
1001,2.9414814814814814,54,2011-12-01 14:14:00,2944.4229629629626,7,0,"Low-Spend, Inactive Buyers"
96,0.505,2,2011-09-22 10:04:00,48.480000000000004,78,0,"Low-Spend, Inactive Buyers"
159,1.543529411764706,17,2011-10-18 14:47:00,245.42117647058825,51,0,"Low-Spend, Inactive Buyers"
441,4.588358208955224,67,2011-11-03 14:17:00,2023.465970149254,35,0,"Low-Spend, Inactive Buyers"
720,3.5930769230769233,91,2011-10-13 13:32:00,2587.015384615385,56,0,"Low-Spend, Inactive Buyers"
202,1.1753846153846153,13,2011-01-07 12:44:00,237.42769230769227,336,0,"Low-Spend, Inactive Buyers"
714,3.255666666666667,60,2011-11-11 13:20:00,2324.5460000000003,27,0,"Low-Spend, Inactive Buyers"
145,5.213333333333334,18,2011-06-10 09:55:00,755.9333333333334,182,0,"Low-Spend, Inactive Buyers"
66,1.8733333333333333,6,2011-10-19 10:36:00,123.64,51,0,"Low-Spend, Inactive Buyers"
498,5.737333333333334,45,2011-11-30 12:36:00,2857.1920000000005,9,0,"Low-Spend, Inactive Buyers"
52,6.141666666666667,6,2011-11-03 14:52:00,319.3666666666667,35,0,"Low-Spend, Inactive Buyers"
5493,2.588275058275058,429,2011-11-29 14:42:00,14217.394895104893,9,0,"Low-Spend, Inactive Buyers"
428,2.578591836734694,49,2011-11-07 08:34:00,1103.637306122449,32,0,"Low-Spend, Inactive Buyers"
136,4.416666666666667,3,2011-11-29 08:14:00,600.6666666666667,10,0,"Low-Spend, Inactive Buyers"
899,3.699134615384615,104,2011-10-20 19:17:00,3325.5220192307693,49,0,"Low-Spend, Inactive Buyers"
463,2.238888888888889,18,2011-12-05 14:01:00,1036.6055555555556,3,0,"Low-Spend, Inactive Buyers"
1552,4.412289719626168,214,2011-12-06 14:57:00,6847.873644859813,2,0,"Low-Spend, Inactive Buyers"
125,4.2905263157894735,19,2011-07-21 17:26:00,536.3157894736842,140,0,"Low-Spend, Inactive Buyers"
357,3.6561764705882354,34,2011-08-15 11:38:00,1305.255,116,0,"Low-Spend, Inactive Buyers"
1166,1.6104411764705882,68,2011-08-31 16:13:00,1877.7744117647057,99,0,"Low-Spend, Inactive Buyers"
766,1.646938775510204,49,2011-09-26 10:03:00,1261.5551020408163,74,0,"Low-Spend, Inactive Buyers"
1882,2.282547770700637,157,2011-12-05 10:24:00,4295.754904458599,4,0,"Low-Spend, Inactive Buyers"
799,2.8783606557377053,61,2011-10-25 15:36:00,2299.8101639344263,44,0,"Low-Spend, Inactive Buyers"
2049,2.7458757062146892,177,2011-11-24 09:51:00,5626.2993220338985,15,0,"Low-Spend, Inactive Buyers"
99,3.7266666666666666,15,2011-11-22 16:28:00,368.94,16,0,"Low-Spend, Inactive Buyers"
284,3.1712000000000002,25,2011-09-11 11:17:00,900.6208,89,0,"Low-Spend, Inactive Buyers"
128,3.026666666666667,15,2011-10-18 08:28:00,387.41333333333336,52,0,"Low-Spend, Inactive Buyers"
-52,4.875,2,2011-02-11 15:12:00,-253.5,300,0,"Low-Spend, Inactive Buyers"
323,4.3084,25,2011-07-28 14:30:00,1391.6132,133,0,"Low-Spend, Inactive Buyers"
6538,2.8004938271604938,486,2011-12-05 14:35:00,18309.62864197531,3,0,"Low-Spend, Inactive Buyers"
1562,1.9095798319327733,119,2011-08-26 14:04:00,2982.7636974789916,104,0,"Low-Spend, Inactive Buyers"
242,5.7844444444444445,36,2011-06-13 17:19:00,1399.8355555555556,178,0,"Low-Spend, Inactive Buyers"
550,1.794353448275862,232,2011-06-26 14:54:00,986.8943965517242,165,0,"Low-Spend, Inactive Buyers"
256,2.9526923076923075,52,2011-11-21 11:55:00,755.8892307692307,18,0,"Low-Spend, Inactive Buyers"
388,2.9375,36,2011-07-05 09:53:00,1139.75,157,0,"Low-Spend, Inactive Buyers"
210,4.574074074074074,27,2011-05-19 15:53:00,960.5555555555557,203,0,"Low-Spend, Inactive Buyers"
192,4.25,2,2011-01-07 13:34:00,816.0,335,0,"Low-Spend, Inactive Buyers"
479,2.1584375,32,2011-11-03 08:41:00,1033.8915625,36,0,"Low-Spend, Inactive Buyers"
208,3.8533333333333335,21,2011-09-09 14:22:00,801.4933333333333,90,0,"Low-Spend, Inactive Buyers"
1200,0.9066666666666666,6,2011-09-08 10:49:00,1088.0,92,0,"Low-Spend, Inactive Buyers"
475,3.070952380952381,21,2011-11-30 13:08:00,1458.702380952381,8,0,"Low-Spend, Inactive Buyers"
319,3.6427027027027026,37,2011-04-20 16:28:00,1162.0221621621622,232,0,"Low-Spend, Inactive Buyers"
343,4.41127659574468,47,2011-10-25 14:56:00,1513.0678723404253,44,0,"Low-Spend, Inactive Buyers"
24,1.25,1,2011-11-17 12:19:00,30.0,22,0,"Low-Spend, Inactive Buyers"
232,6.39375,56,2011-06-02 15:22:00,1483.35,189,0,"Low-Spend, Inactive Buyers"
111,5.459090909090909,11,2011-10-27 09:23:00,605.959090909091,43,0,"Low-Spend, Inactive Buyers"
1037,2.3598936170212768,94,2011-11-14 16:58:00,2447.209680851064,24,0,"Low-Spend, Inactive Buyers"
236,0.9099999999999999,5,2011-01-26 13:56:00,214.76,316,0,"Low-Spend, Inactive Buyers"
106,2.51,9,2011-08-25 15:50:00,266.06,105,0,"Low-Spend, Inactive Buyers"
141,3.926842105263158,19,2011-10-20 10:57:00,553.6847368421053,50,0,"Low-Spend, Inactive Buyers"
1654,2.268521739130435,115,2011-06-24 14:57:00,3752.1349565217392,167,0,"Low-Spend, Inactive Buyers"
240,1.5553846153846154,13,2011-10-31 10:56:00,373.2923076923077,39,0,"Low-Spend, Inactive Buyers"
72,1.06,1,2011-05-06 10:39:00,76.32000000000001,217,0,"Low-Spend, Inactive Buyers"
339,3.182857142857143,35,2011-10-30 16:03:00,1078.9885714285715,39,0,"Low-Spend, Inactive Buyers"
91,3.15,12,2011-02-16 10:50:00,286.65,296,0,"Low-Spend, Inactive Buyers"
1681,2.540246913580247,81,2011-11-21 12:43:00,4270.155061728395,18,0,"Low-Spend, Inactive Buyers"
1451,2.7828985507246378,138,2011-09-12 16:12:00,4037.9857971014494,87,0,"Low-Spend, Inactive Buyers"
1075,7.890518518518519,135,2011-09-27 15:17:00,8482.307407407408,72,0,"Low-Spend, Inactive Buyers"
527,2.8790476190476193,21,2011-09-19 13:48:00,1517.2580952380954,80,0,"Low-Spend, Inactive Buyers"
2231,3.270972222222222,216,2011-11-30 17:39:00,7297.539027777777,8,0,"Low-Spend, Inactive Buyers"
319,3.582121212121212,33,2011-10-21 15:36:00,1142.6966666666667,48,0,"Low-Spend, Inactive Buyers"
184,2.04,12,2011-10-18 09:25:00,375.36,52,0,"Low-Spend, Inactive Buyers"
1170,1.1043636363636364,110,2011-11-15 16:19:00,1292.1054545454547,23,0,"Low-Spend, Inactive Buyers"
952,2.42,78,2011-11-30 13:46:00,2303.84,8,0,"Low-Spend, Inactive Buyers"
556,2.0182089552238804,67,2011-11-21 13:25:00,1122.1241791044774,17,0,"Low-Spend, Inactive Buyers"
131,2.163,10,2011-08-14 12:56:00,283.35299999999995,116,0,"Low-Spend, Inactive Buyers"
1308,4.26672619047619,168,2011-12-01 08:33:00,5580.877857142857,8,0,"Low-Spend, Inactive Buyers"
84,3.5,9,2011-08-12 09:37:00,294.0,119,0,"Low-Spend, Inactive Buyers"
408,0.6831578947368421,19,2011-12-05 15:59:00,278.7284210526316,3,0,"Low-Spend, Inactive Buyers"
72,1.9,2,2011-04-01 15:13:00,136.79999999999998,251,0,"Low-Spend, Inactive Buyers"
138,1.9041666666666668,12,2011-11-11 14:12:00,262.77500000000003,27,0,"Low-Spend, Inactive Buyers"
1665,4.71,79,2011-12-09 09:44:00,7842.15,0,0,"Low-Spend, Inactive Buyers"
212,2.887272727272727,22,2011-03-18 08:32:00,612.1018181818182,266,0,"Low-Spend, Inactive Buyers"
1009,4.659080459770116,174,2011-11-06 14:02:00,4701.012183908047,32,0,"Low-Spend, Inactive Buyers"
113,6.181111111111111,18,2011-11-22 08:26:00,698.4655555555555,17,0,"Low-Spend, Inactive Buyers"
328,2.905955056179775,89,2011-06-20 16:53:00,953.1532584269662,171,0,"Low-Spend, Inactive Buyers"
912,2.9761739130434783,230,2011-12-07 14:39:00,2714.2706086956523,1,0,"Low-Spend, Inactive Buyers"
66,2.93,5,2011-03-20 10:51:00,193.38000000000002,264,0,"Low-Spend, Inactive Buyers"
1028,3.227008547008547,117,2011-07-22 13:35:00,3317.364786324786,139,0,"Low-Spend, Inactive Buyers"
62,6.05,6,2011-05-22 15:37:00,375.09999999999997,200,0,"Low-Spend, Inactive Buyers"
305,5.242203389830509,59,2011-10-11 10:14:00,1598.8720338983053,59,0,"Low-Spend, Inactive Buyers"
594,2.2645853658536588,205,2011-11-04 14:35:00,1345.1637073170732,34,0,"Low-Spend, Inactive Buyers"
1208,3.9924822695035465,282,2011-10-30 10:54:00,4822.918581560284,40,0,"Low-Spend, Inactive Buyers"
121,2.415,6,2011-03-01 10:38:00,292.21500000000003,283,0,"Low-Spend, Inactive Buyers"
486,3.666792452830189,53,2011-11-30 14:09:00,1782.0611320754717,8,0,"Low-Spend, Inactive Buyers"
149,5.569,20,2011-07-19 13:34:00,829.781,142,0,"Low-Spend, Inactive Buyers"
186,3.126470588235294,34,2011-11-28 11:26:00,581.5235294117647,11,0,"Low-Spend, Inactive Buyers"
738,2.2830769230769232,117,2011-07-17 11:59:00,1684.9107692307693,145,0,"Low-Spend, Inactive Buyers"
70,2.4714285714285715,7,2011-04-19 13:21:00,173.0,233,0,"Low-Spend, Inactive Buyers"
2717,2.1983690987124467,932,2011-11-07 12:29:00,5972.968841201718,32,0,"Low-Spend, Inactive Buyers"
281,2.46609375,128,2011-11-15 14:48:00,692.97234375,23,0,"Low-Spend, Inactive Buyers"
388,2.075833333333333,84,2011-11-28 12:14:00,805.4233333333333,11,0,"Low-Spend, Inactive Buyers"
1018,3.279,70,2011-11-04 11:43:00,3338.022,35,0,"Low-Spend, Inactive Buyers"
73,2.651315789473684,38,2010-12-10 11:12:00,193.54605263157893,364,0,"Low-Spend, Inactive Buyers"
72,3.625,12,2011-05-22 14:40:00,261.0,200,0,"Low-Spend, Inactive Buyers"
221,2.65125,32,2011-11-24 14:51:00,585.92625,14,0,"Low-Spend, Inactive Buyers"
3063,3.225880398671096,301,2011-11-23 12:36:00,9880.871661129568,16,0,"Low-Spend, Inactive Buyers"
-34,4.025,4,2011-10-21 14:03:00,-136.85000000000002,48,0,"Low-Spend, Inactive Buyers"
